SalesID,OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,DiscountPct,SalesAmount,CostAmount,Profit,SalesChannel,PaymentMethod,ShipMode,OrderStatus,Region,City,SalesRep
S01131,O11131,2025-12-21,C0349,P0431,2,17081.97,0.2,27331.15,26845.2,485.95,Store,UPI,Express,Delivered,South,Chennai,Sales Rep C
S01132,O11132,2025-03-28,C0251,P0189,4,15167.77,0,60671.08,47653.44,13017.64,Online,Net Banking,Standard,Delivered,North,Jaipur,Sales Rep C
S01133,O11133,2025-04-05,C0158,P0307,3,36267.29,0.1,97921.68,73356.9,24564.78,Store,Net Banking,Express,Returned,South,Bengaluru,Sales Rep B
S01134,O11134,2025-08-08,C0392,P0188,3,6971.35,0,20914.05,16246.77,4667.28,Store,Cash,Same Day,Delivered,South,Chennai,Sales Rep A
S01135,O11135,2026-04-18,C0427,P0405,1,12843.23,0.05,12201.07,7919.34,4281.73,Partner,Net Banking,Same Day,Returned,South,Coimbatore,Sales Rep B
S01136,O11136,2025-07-28,C0134,P0149,1,25199.32,0.05,23939.35,18558.87,5380.48,Online,Cash,Same Day,Delivered,South,Hyderabad,Sales Rep B
S01137,O11137,2026-06-27,C0100,P0064,2,22628.3,0.1,40730.94,38494.78,2236.16,Online,UPI,Same Day,Delivered,South,Coimbatore,Sales Rep B
S01138,O11138,2026-06-18,C0423,P0330,5,9235.61,0,46178.05,37015.35,9162.7,Store,UPI,Same Day,Returned,North,Jaipur,Sales Rep B
S01139,O11139,2026-07-25,C0416,P0468,1,31081.98,0.05,29527.88,24898.18,4629.7,Online,Cash,Same Day,Returned,West,Mumbai,Sales Rep B
S01140,O11140,2026-07-23,C0005,P0147,4,911.0,0,3644.0,2567.64,1076.36,Store,UPI,Express,Delivered,South,Chennai,Sales Rep A
S01141,O11141,2025-11-10,C0228,P0355,4,27753.18,0.05,105462.08,70141.4,35320.68,Partner,Card,Express,Delivered,East,Bhubaneswar,Sales Rep D
S01142,O11142,2026-06-09,C0416,P0413,1,22530.53,0,22530.53,14287.73,8242.8,Partner,UPI,Express,Returned,West,Mumbai,Sales Rep D
S01143,O11143,2025-10-13,C0097,P0150,4,18858.44,0.1,67890.38,47629.44,20260.94,Online,Cash,Express,Returned,East,Kolkata,Sales Rep B
S01144,O11144,2026-02-12,C0304,P0415,5,8203.99,0,41019.95,35085.55,5934.4,Store,Card,Standard,Returned,South,Hyderabad,Sales Rep B
S01145,O11145,2026-08-13,C0301,P0310,3,27872.55,0.1,75255.88,63556.86,11699.02,Partner,Cash,Express,Delivered,South,Hyderabad,Sales Rep A
S01146,O11146,2026-08-12,C0313,P0301,5,13704.5,0,68522.5,55306.0,13216.5,Partner,UPI,Standard,Delivered,South,Hyderabad,Sales Rep C
S01147,O11147,2025-01-18,C0246,P0117,5,23489.64,0,117448.2,92735.0,24713.2,Partner,Net Banking,Standard,Delivered,South,Coimbatore,Sales Rep A
S01148,O11148,2026-02-24,C0277,P0305,6,13488.39,0.15,68790.79,58671.18,10119.61,Store,Net Banking,Standard,Delivered,South,Hyderabad,Sales Rep D
S01149,O11149,2026-06-11,C0142,P0377,5,19068.96,0.05,90577.56,78881.15,11696.41,Partner,Cash,Same Day,Delivered,South,Bengaluru,Sales Rep D
S01150,O11150,2026-01-15,C0088,P0288,4,28544.52,0.05,108469.18,76360.04,32109.14,Partner,Net Banking,Same Day,Delivered,South,Bengaluru,Sales Rep A
S01151,O11151,2025-02-22,C0432,P0304,2,31482.98,0,62965.96,46726.88,16239.08,Online,Cash,Same Day,Returned,East,Bhubaneswar,Sales Rep A
S01152,O11152,2025-11-03,C0420,P0071,5,27987.71,0.15,118947.77,110504.5,8443.27,Online,Cash,Standard,Returned,North,Delhi,Sales Rep A
S01153,O11153,2026-06-26,C0475,P0169,3,27128.24,0.05,77315.48,50080.77,27234.71,Store,UPI,Express,Delivered,North,Jaipur,Sales Rep D
S01154,O11154,2025-06-13,C0255,P0390,5,34393.23,0.1,154769.54,115242.7,39526.84,Partner,UPI,Standard,Delivered,East,Kolkata,Sales Rep B
S01155,O11155,2025-08-03,C0327,P0016,5,10512.61,0.15,44678.59,38760.4,5918.19,Store,Cash,Same Day,Delivered,East,Kolkata,Sales Rep A
S01156,O11156,2026-05-19,C0296,P0126,5,2339.85,0,11699.25,9229.1,2470.15,Store,Net Banking,Same Day,Delivered,East,Kolkata,Sales Rep A
S01157,O11157,2026-08-10,C0378,P0408,6,11344.12,0,68064.72,51170.4,16894.32,Online,Cash,Express,Delivered,South,Chennai,Sales Rep C
S01158,O11158,2026-07-28,C0162,P0076,4,14169.05,0.1,51008.58,39151.96,11856.62,Partner,Card,Standard,Delivered,North,Delhi,Sales Rep A
S01159,O11159,2025-11-17,C0322,P0425,6,27717.23,0.15,141357.87,116639.16,24718.71,Partner,UPI,Same Day,Returned,South,Coimbatore,Sales Rep A
S01160,O11160,2025-11-23,C0394,P0429,2,30866.13,0,61732.26,42176.66,19555.6,Partner,Cash,Standard,Delivered,West,Mumbai,Sales Rep A
S01161,O11161,2025-03-23,C0295,P0124,1,8688.8,0,8688.8,6968.55,1720.25,Partner,Card,Same Day,Returned,South,Bengaluru,Sales Rep C
S01162,O11162,2025-11-19,C0069,P0331,3,17179.85,0,51539.55,36286.92,15252.63,Online,Cash,Standard,Delivered,South,Coimbatore,Sales Rep C
S01163,O11163,2025-04-14,C0424,P0274,5,433.91,0.2,1735.64,1632.55,103.09,Online,UPI,Express,Delivered,South,Coimbatore,Sales Rep A
S01164,O11164,2025-11-03,C0451,P0070,2,38371.54,0.2,61394.46,46705.16,14689.3,Store,Card,Express,Delivered,South,Chennai,Sales Rep C
S01165,O11165,2026-06-28,C0478,P0357,4,21966.95,0,87867.8,70772.52,17095.28,Store,Cash,Standard,Returned,North,Jaipur,Sales Rep A
S01166,O11166,2025-12-24,C0112,P0354,5,4133.53,0.2,16534.12,12604.2,3929.92,Partner,Cash,Same Day,Delivered,North,Delhi,Sales Rep B
S01167,O11167,2025-03-03,C0181,P0124,6,8688.8,0,52132.8,41811.3,10321.5,Partner,Net Banking,Same Day,Delivered,South,Hyderabad,Sales Rep D
S01168,O11168,2025-10-26,C0047,P0188,4,6971.35,0.2,22308.32,21662.36,645.96,Online,UPI,Same Day,Delivered,West,Mumbai,Sales Rep D
S01169,O11169,2025-09-03,C0421,P0193,5,28043.68,0.1,126196.56,95342.15,30854.41,Partner,Card,Express,Delivered,South,Chennai,Sales Rep A
S01170,O11170,2025-10-25,C0052,P0195,2,2911.98,0.1,5241.56,4366.44,875.12,Partner,UPI,Same Day,Delivered,South,Coimbatore,Sales Rep B
S01171,O11171,2025-07-06,C0242,P0249,4,6933.5,0,27734.0,18407.72,9326.28,Online,Cash,Same Day,Returned,North,Delhi,Sales Rep D
S01172,O11172,2025-09-13,C0003,P0176,3,23830.54,0,71491.62,44537.67,26953.95,Partner,UPI,Express,Delivered,South,Hyderabad,Sales Rep C
S01173,O11173,2026-02-27,C0036,P0419,1,29452.41,0,29452.41,20589.55,8862.86,Online,Cash,Express,Delivered,East,Kolkata,Sales Rep C
S01174,O11174,2025-11-03,C0275,P0447,4,28969.2,0.05,110082.96,81673.6,28409.36,Online,Net Banking,Standard,Delivered,North,Delhi,Sales Rep B
S01175,O11175,2026-07-14,C0343,P0287,1,24856.82,0,24856.82,21335.37,3521.45,Store,Card,Standard,Delivered,South,Coimbatore,Sales Rep B
S01176,O11176,2025-08-02,C0250,P0215,4,1640.41,0,6561.64,4831.4,1730.24,Partner,UPI,Express,Delivered,West,Pune,Sales Rep C
S01177,O11177,2026-06-26,C0233,P0060,5,14918.06,0,74590.3,48669.75,25920.55,Partner,Net Banking,Standard,Delivered,South,Chennai,Sales Rep D
S01178,O11178,2025-02-15,C0295,P0409,4,25021.11,0.1,90076.0,76706.52,13369.48,Store,Net Banking,Same Day,Delivered,South,Bengaluru,Sales Rep B
S01179,O11179,2026-07-04,C0089,P0259,3,18567.3,0.15,47346.61,37084.56,10262.05,Partner,Cash,Express,Delivered,West,Pune,Sales Rep C
S01180,O11180,2025-08-31,C0058,P0439,3,30580.33,0.15,77979.84,71867.37,6112.47,Partner,Cash,Standard,Returned,North,Jaipur,Sales Rep A
S01181,O11181,2025-07-21,C0233,P0137,1,17193.75,0.2,13755.0,12628.86,1126.14,Store,UPI,Standard,Returned,South,Chennai,Sales Rep C
S01182,O11182,2025-02-05,C0398,P0370,2,24594.03,0.05,46728.66,35105.06,11623.6,Online,UPI,Same Day,Returned,South,Bengaluru,Sales Rep B
S01183,O11183,2026-03-30,C0281,P0241,6,25693.89,0.2,123330.67,127918.56,-4587.89,Store,Card,Same Day,Delivered,North,Jaipur,Sales Rep B
S01184,O11184,2026-05-02,C0208,P0146,4,19493.32,0,77973.28,61874.6,16098.68,Store,UPI,Standard,Delivered,South,Chennai,Sales Rep A
S01185,O11185,2025-04-26,C0319,P0468,3,31081.98,0,93245.94,74694.54,18551.4,Partner,Cash,Standard,Delivered,East,Kolkata,Sales Rep B
S01186,O11186,2025-12-24,C0203,P0069,3,4929.97,0,14789.91,9362.46,5427.45,Online,Net Banking,Standard,Delivered,South,Coimbatore,Sales Rep B
S01187,O11187,2025-02-05,C0458,P0044,6,20385.68,0.2,97851.26,98004.18,-152.92,Store,Cash,Express,Delivered,South,Hyderabad,Sales Rep A
S01188,O11188,2025-10-14,C0138,P0389,1,16400.49,0,16400.49,13652.48,2748.01,Online,Cash,Same Day,Delivered,West,Pune,Sales Rep A
S01189,O11189,2025-06-13,C0290,P0111,3,2777.29,0.05,7915.28,5504.04,2411.24,Online,UPI,Standard,Returned,West,Mumbai,Sales Rep C
S01190,O11190,2025-05-28,C0051,P0489,2,26607.94,0.05,50555.09,41094.98,9460.11,Partner,Cash,Standard,Returned,South,Coimbatore,Sales Rep B
S01191,O11191,2025-09-19,C0382,P0200,5,23547.58,0.1,105964.11,92118.55,13845.56,Online,Card,Standard,Delivered,South,Bengaluru,Sales Rep A
S01192,O11192,2025-11-02,C0254,P0432,2,28085.94,0,56171.88,46371.6,9800.28,Store,UPI,Express,Delivered,North,Jaipur,Sales Rep B
S01193,O11193,2025-04-21,C0215,P0052,5,33173.24,0.15,140986.27,112188.05,28798.22,Online,UPI,Standard,Delivered,North,Jaipur,Sales Rep D
S01194,O11194,2025-04-12,C0270,P0221,6,17626.15,0.1,95181.21,73161.84,22019.37,Online,UPI,Express,Delivered,West,Mumbai,Sales Rep B
S01195,O11195,2026-04-05,C0280,P0205,6,13856.59,0.2,66511.63,68924.22,-2412.59,Online,UPI,Standard,Delivered,South,Coimbatore,Sales Rep A
S01196,O11196,2025-08-31,C0305,P0172,4,26625.87,0.1,95853.13,88050.92,7802.21,Partner,Card,Standard,Delivered,East,Bhubaneswar,Sales Rep B
S01197,O11197,2026-07-11,C0210,P0491,5,8669.17,0,43345.85,32905.8,10440.05,Online,Net Banking,Express,Returned,South,Hyderabad,Sales Rep C
S01198,O11198,2025-04-09,C0016,P0031,4,3998.74,0,15994.96,11331.08,4663.88,Online,Net Banking,Same Day,Delivered,South,Hyderabad,Sales Rep A
S01199,O11199,2025-08-10,C0409,P0237,5,26010.46,0.1,117047.07,83498.55,33548.52,Online,Card,Standard,Returned,East,Kolkata,Sales Rep B
S01200,O11200,2025-04-22,C0083,P0048,2,1437.19,0.15,2443.22,2327.14,116.08,Store,UPI,Same Day,Returned,West,Mumbai,Sales Rep A
S01201,O11201,2026-05-23,C0336,P0200,2,23547.58,0,47095.16,36847.42,10247.74,Online,UPI,Express,Delivered,South,Hyderabad,Sales Rep C
S01202,O11202,2025-04-25,C0381,P0209,4,26500.62,0,106002.48,74462.0,31540.48,Partner,Card,Same Day,Delivered,North,Delhi,Sales Rep D
S01203,O11203,2026-04-11,C0428,P0004,3,11927.64,0.05,33993.77,24569.61,9424.16,Online,Cash,Standard,Delivered,South,Chennai,Sales Rep B
S01204,O11204,2025-10-28,C0389,P0155,2,1860.13,0,3720.26,2795.96,924.3,Store,Card,Standard,Returned,East,Kolkata,Sales Rep A
S01205,O11205,2025-07-05,C0074,P0176,2,23830.54,0.15,40511.92,29691.78,10820.14,Store,UPI,Standard,Delivered,West,Pune,Sales Rep C
S01206,O11206,2026-04-02,C0157,P0380,4,3846.54,0,15386.16,12192.24,3193.92,Store,UPI,Standard,Delivered,West,Pune,Sales Rep D
S01207,O11207,2025-12-28,C0329,P0321,3,24511.4,0,73534.2,47800.83,25733.37,Online,Card,Express,Returned,North,Delhi,Sales Rep A
S01208,O11208,2025-11-04,C0334,P0239,6,17532.4,0.15,89415.24,78072.66,11342.58,Online,Card,Express,Delivered,East,Bhubaneswar,Sales Rep C
S01209,O11209,2025-12-26,C0300,P0277,1,5931.24,0.1,5338.12,3679.25,1658.87,Online,Card,Standard,Delivered,South,Bengaluru,Sales Rep A
S01210,O11210,2026-07-04,C0164,P0490,5,16925.69,0,84628.45,62705.85,21922.6,Online,Cash,Same Day,Returned,East,Kolkata,Sales Rep C
S01211,O11211,2026-07-03,C0376,P0311,4,6817.53,0.05,25906.61,18615.8,7290.81,Store,Cash,Same Day,Returned,South,Bengaluru,Sales Rep B
S01212,O11212,2026-01-24,C0110,P0238,1,24682.53,0,24682.53,20724.67,3957.86,Partner,Net Banking,Express,Returned,South,Hyderabad,Sales Rep C
S01213,O11213,2025-08-25,C0013,P0262,4,23557.38,0.2,75383.62,68119.68,7263.94,Partner,UPI,Same Day,Delivered,East,Kolkata,Sales Rep A
S01214,O11214,2026-08-04,C0252,P0150,2,18858.44,0,37716.88,23814.72,13902.16,Store,Net Banking,Standard,Delivered,East,Kolkata,Sales Rep D
S01215,O11215,2026-06-26,C0293,P0378,2,28209.84,0.1,50777.71,47797.22,2980.49,Partner,Card,Standard,Delivered,South,Hyderabad,Sales Rep B
S01216,O11216,2025-10-03,C0143,P0277,5,5931.24,0.1,26690.58,18396.25,8294.33,Store,Cash,Standard,Delivered,North,Delhi,Sales Rep A
S01217,O11217,2026-06-25,C0115,P0294,4,2259.44,0.05,8585.87,6696.52,1889.35,Store,Cash,Standard,Delivered,East,Bhubaneswar,Sales Rep A
S01218,O11218,2025-06-20,C0087,P0034,2,38506.75,0.2,61610.8,47239.04,14371.76,Partner,Cash,Same Day,Delivered,North,Delhi,Sales Rep A
S01219,O11219,2025-12-03,C0184,P0463,1,13755.57,0,13755.57,9036.74,4718.83,Online,UPI,Standard,Delivered,North,Jaipur,Sales Rep A
S01220,O11220,2026-01-21,C0281,P0266,2,15128.48,0.05,28744.11,18969.38,9774.73,Partner,Cash,Express,Delivered,North,Jaipur,Sales Rep A
S01221,O11221,2025-01-04,C0314,P0003,5,1179.98,0.15,5014.91,4457.3,557.61,Partner,UPI,Standard,Delivered,South,Bengaluru,Sales Rep A
S01222,O11222,2025-01-03,C0208,P0409,1,25021.11,0.15,21267.94,19176.63,2091.31,Online,Cash,Same Day,Delivered,South,Chennai,Sales Rep B
S01223,O11223,2026-05-22,C0072,P0351,2,11975.23,0.1,21555.41,20098.96,1456.45,Partner,Cash,Same Day,Delivered,North,Jaipur,Sales Rep D
S01224,O11224,2025-12-11,C0005,P0278,3,23210.59,0.15,59187.0,44148.48,15038.52,Online,Cash,Express,Delivered,South,Chennai,Sales Rep D
S01225,O11225,2025-02-21,C0126,P0021,1,562.52,0.15,478.14,446.94,31.2,Partner,Net Banking,Same Day,Delivered,East,Bhubaneswar,Sales Rep B
S01226,O11226,2025-04-10,C0223,P0061,6,18082.11,0,108492.66,92155.86,16336.8,Store,UPI,Standard,Delivered,East,Kolkata,Sales Rep C
S01227,O11227,2026-07-23,C0048,P0340,6,5254.94,0.05,29953.16,21048.12,8905.04,Partner,Net Banking,Express,Delivered,South,Hyderabad,Sales Rep C
S01228,O11228,2025-01-19,C0077,P0499,2,14860.62,0.2,23776.99,25251.72,-1474.73,Store,UPI,Standard,Delivered,East,Kolkata,Sales Rep B
S01229,O11229,2025-09-02,C0166,P0391,3,37172.02,0.1,100364.45,69267.36,31097.09,Store,UPI,Express,Delivered,South,Coimbatore,Sales Rep D
S01230,O11230,2025-09-14,C0484,P0295,3,26399.94,0.15,67319.85,52595.67,14724.18,Partner,Net Banking,Express,Returned,South,Chennai,Sales Rep D
S01231,O11231,2025-02-24,C0076,P0367,1,15068.18,0,15068.18,10573.7,4494.48,Partner,Card,Express,Delivered,West,Mumbai,Sales Rep B
S01232,O11232,2026-07-07,C0362,P0395,1,17665.43,0.2,14132.34,12467.79,1664.55,Partner,Card,Standard,Delivered,East,Bhubaneswar,Sales Rep D
S01233,O11233,2025-10-23,C0306,P0473,1,17785.54,0,17785.54,11613.17,6172.37,Store,Card,Standard,Delivered,South,Bengaluru,Sales Rep A
S01234,O11234,2025-11-29,C0255,P0135,2,35156.58,0.1,63281.84,47274.86,16006.98,Online,Net Banking,Same Day,Delivered,East,Kolkata,Sales Rep D
S01235,O11235,2025-08-16,C0160,P0082,3,12512.84,0.1,33784.67,23518.59,10266.08,Online,UPI,Express,Delivered,South,Bengaluru,Sales Rep B
S01236,O11236,2026-07-28,C0318,P0049,2,879.64,0.15,1495.39,1110.86,384.53,Partner,Net Banking,Standard,Delivered,South,Chennai,Sales Rep D
S01237,O11237,2025-06-30,C0481,P0036,6,18716.65,0.05,106684.9,75941.64,30743.26,Store,UPI,Express,Returned,South,Bengaluru,Sales Rep A
S01238,O11238,2025-03-04,C0453,P0017,4,24037.46,0.15,81727.36,68876.92,12850.44,Online,Card,Standard,Delivered,South,Chennai,Sales Rep D
S01239,O11239,2025-02-25,C0210,P0013,1,2182.41,0,2182.41,1421.33,761.08,Partner,Card,Same Day,Delivered,South,Hyderabad,Sales Rep D
S01240,O11240,2025-04-02,C0045,P0016,6,10512.61,0.2,50460.53,46512.48,3948.05,Online,Card,Standard,Returned,West,Mumbai,Sales Rep A
S01241,O11241,2025-05-09,C0180,P0046,1,6759.63,0.2,5407.7,5056.16,351.54,Store,Net Banking,Standard,Returned,West,Pune,Sales Rep D
S01242,O11242,2025-11-29,C0223,P0385,2,12437.12,0.2,19899.39,15618.38,4281.01,Store,Net Banking,Express,Delivered,East,Kolkata,Sales Rep C
S01243,O11243,2025-05-28,C0336,P0091,4,21525.53,0.1,77491.91,61273.4,16218.51,Online,Net Banking,Express,Delivered,South,Hyderabad,Sales Rep A
S01244,O11244,2025-12-07,C0319,P0046,2,6759.63,0,13519.26,10112.32,3406.94,Store,Cash,Same Day,Delivered,East,Kolkata,Sales Rep C
S01245,O11245,2025-06-02,C0252,P0433,3,27005.02,0,81015.06,59707.2,21307.86,Store,Cash,Standard,Returned,East,Kolkata,Sales Rep D
S01246,O11246,2025-06-17,C0274,P0087,3,22483.27,0,67449.81,41204.67,26245.14,Partner,Card,Express,Delivered,North,Delhi,Sales Rep D
S01247,O11247,2026-06-06,C0232,P0002,4,21706.3,0.1,78142.68,62188.12,15954.56,Partner,Cash,Express,Returned,South,Chennai,Sales Rep B
S01248,O11248,2025-10-10,C0439,P0067,1,1569.17,0.15,1333.79,995.09,338.7,Store,Cash,Same Day,Returned,South,Chennai,Sales Rep C
S01249,O11249,2025-10-28,C0405,P0320,4,16179.77,0.1,58247.17,52007.76,6239.41,Online,Card,Same Day,Delivered,South,Hyderabad,Sales Rep B
S01250,O11250,2025-02-07,C0186,P0008,4,14873.14,0,59492.56,45161.52,14331.04,Partner,Net Banking,Same Day,Returned,West,Mumbai,Sales Rep C
S01251,O11251,2025-05-09,C0499,P0075,2,786.19,0.05,1493.76,1092.92,400.84,Store,Card,Express,Delivered,South,Coimbatore,Sales Rep C
S01252,O11252,2026-01-23,C0372,P0215,5,1640.41,0,8202.05,6039.25,2162.8,Online,Card,Standard,Delivered,North,Jaipur,Sales Rep D
S01253,O11253,2025-12-31,C0432,P0130,2,25519.41,0.05,48486.88,42773.4,5713.48,Store,Card,Standard,Returned,East,Bhubaneswar,Sales Rep C
S01254,O11254,2025-04-01,C0411,P0145,1,36632.27,0,36632.27,22407.76,14224.51,Partner,Cash,Standard,Delivered,West,Pune,Sales Rep B
S01255,O11255,2025-01-03,C0238,P0128,6,15342.47,0.1,82849.34,68510.22,14339.12,Online,Net Banking,Standard,Delivered,South,Hyderabad,Sales Rep C
S01256,O11256,2026-05-30,C0257,P0448,2,8406.82,0.2,13450.91,13612.42,-161.51,Online,Net Banking,Same Day,Returned,South,Coimbatore,Sales Rep A
S01257,O11257,2025-09-23,C0208,P0208,1,20218.8,0.05,19207.86,15738.65,3469.21,Online,UPI,Standard,Delivered,South,Chennai,Sales Rep A
S01258,O11258,2026-01-15,C0083,P0418,3,31275.92,0,93827.76,72261.21,21566.55,Partner,Net Banking,Standard,Delivered,West,Mumbai,Sales Rep B
S01259,O11259,2025-05-02,C0442,P0016,6,10512.61,0.1,56768.09,46512.48,10255.61,Online,Net Banking,Same Day,Returned,North,Delhi,Sales Rep A
S01260,O11260,2025-09-03,C0422,P0485,4,3798.32,0,15193.28,11051.64,4141.64,Online,Cash,Standard,Delivered,West,Mumbai,Sales Rep B
S01261,O11261,2025-07-26,C0084,P0032,1,22439.63,0.15,19073.69,14309.62,4764.07,Store,UPI,Standard,Delivered,West,Mumbai,Sales Rep C
S01262,O11262,2025-01-14,C0017,P0481,2,18210.16,0.05,34599.3,23060.58,11538.72,Store,UPI,Standard,Delivered,South,Bengaluru,Sales Rep D
S01263,O11263,2026-04-23,C0383,P0051,6,11627.22,0.15,59298.82,53616.12,5682.7,Store,UPI,Same Day,Delivered,South,Chennai,Sales Rep D
S01264,O11264,2025-06-09,C0453,P0475,3,29130.43,0.2,69913.03,54003.06,15909.97,Partner,UPI,Same Day,Delivered,South,Chennai,Sales Rep A
S01265,O11265,2025-10-19,C0298,P0332,6,26696.12,0.1,144159.05,108011.04,36148.01,Partner,Net Banking,Express,Delivered,East,Bhubaneswar,Sales Rep A
S01266,O11266,2026-03-25,C0040,P0106,3,20403.08,0,61209.24,41179.5,20029.74,Store,Card,Same Day,Delivered,South,Coimbatore,Sales Rep A
S01267,O11267,2025-06-20,C0242,P0473,5,17785.54,0.15,75588.55,58065.85,17522.7,Partner,Cash,Same Day,Delivered,North,Delhi,Sales Rep D
S01268,O11268,2026-04-25,C0071,P0400,5,8873.48,0,44367.4,36131.45,8235.95,Partner,Card,Express,Delivered,East,Kolkata,Sales Rep D
S01269,O11269,2025-01-29,C0055,P0219,5,5133.86,0.2,20535.44,18861.45,1673.99,Partner,UPI,Same Day,Returned,East,Kolkata,Sales Rep B
S01270,O11270,2025-07-27,C0067,P0458,6,33168.88,0.15,169161.29,136211.64,32949.65,Partner,Cash,Express,Returned,South,Chennai,Sales Rep D
S01271,O11271,2026-07-03,C0397,P0062,2,14025.59,0.1,25246.06,22632.16,2613.9,Store,Card,Standard,Returned,North,Delhi,Sales Rep D
S01272,O11272,2025-04-19,C0287,P0443,1,16485.06,0,16485.06,11363.4,5121.66,Store,UPI,Same Day,Delivered,East,Bhubaneswar,Sales Rep C
S01273,O11273,2026-05-28,C0239,P0444,1,36048.53,0,36048.53,22404.07,13644.46,Online,Net Banking,Same Day,Delivered,South,Hyderabad,Sales Rep B
S01274,O11274,2025-05-19,C0409,P0394,2,25474.3,0.1,45853.74,38413.96,7439.78,Online,Card,Standard,Returned,East,Kolkata,Sales Rep A
S01275,O11275,2026-01-27,C0405,P0197,5,610.01,0.05,2897.55,2158.7,738.85,Store,Net Banking,Express,Returned,South,Hyderabad,Sales Rep A
S01276,O11276,2026-03-30,C0200,P0411,6,1684.78,0.2,8086.94,6399.9,1687.04,Store,UPI,Express,Delivered,South,Chennai,Sales Rep B
S01277,O11277,2026-01-09,C0296,P0436,6,9385.53,0.2,45050.54,40490.16,4560.38,Online,UPI,Express,Delivered,East,Kolkata,Sales Rep A
S01278,O11278,2025-11-02,C0430,P0209,2,26500.62,0.1,47701.12,37231.0,10470.12,Online,UPI,Express,Delivered,South,Chennai,Sales Rep B
S01279,O11279,2025-02-17,C0102,P0187,6,7282.43,0.15,37140.39,36077.28,1063.11,Store,Card,Express,Delivered,East,Kolkata,Sales Rep A
S01280,O11280,2025-08-16,C0318,P0276,5,14700.35,0,73501.75,47613.8,25887.95,Store,Net Banking,Same Day,Delivered,South,Chennai,Sales Rep B
S01281,O11281,2025-11-05,C0013,P0006,1,21966.44,0.2,17573.15,13919.07,3654.08,Store,UPI,Standard,Delivered,East,Kolkata,Sales Rep B
S01282,O11282,2025-04-14,C0024,P0076,3,14169.05,0,42507.15,29363.97,13143.18,Store,Cash,Same Day,Delivered,North,Jaipur,Sales Rep D
S01283,O11283,2026-02-18,C0358,P0149,6,25199.32,0,151195.92,111353.22,39842.7,Online,Net Banking,Standard,Delivered,South,Bengaluru,Sales Rep A
S01284,O11284,2025-11-30,C0048,P0002,1,21706.3,0,21706.3,15547.03,6159.27,Store,Cash,Express,Delivered,South,Hyderabad,Sales Rep B
S01285,O11285,2026-03-11,C0252,P0259,1,18567.3,0.05,17638.93,12361.52,5277.41,Store,Card,Same Day,Delivered,East,Kolkata,Sales Rep C
S01286,O11286,2025-04-24,C0382,P0392,2,27084.59,0.15,46043.8,40907.32,5136.48,Online,Cash,Express,Delivered,South,Bengaluru,Sales Rep A
S01287,O11287,2026-01-17,C0069,P0120,5,10216.45,0.1,45974.03,42203.75,3770.28,Partner,UPI,Express,Delivered,South,Coimbatore,Sales Rep C
S01288,O11288,2025-02-16,C0080,P0193,6,28043.68,0.15,143022.77,114410.58,28612.19,Store,Card,Standard,Returned,East,Kolkata,Sales Rep A
S01289,O11289,2025-10-27,C0079,P0152,4,23373.54,0.2,74795.33,74068.84,726.49,Store,Net Banking,Express,Returned,South,Coimbatore,Sales Rep D
S01290,O11290,2026-01-02,C0073,P0019,1,16350.11,0.1,14715.1,10369.56,4345.54,Online,UPI,Express,Delivered,West,Mumbai,Sales Rep A
S01291,O11291,2026-04-20,C0424,P0257,1,13815.5,0.05,13124.72,8876.63,4248.09,Store,Net Banking,Same Day,Returned,South,Coimbatore,Sales Rep B
S01292,O11292,2025-03-04,C0247,P0341,2,27925.28,0,55850.56,33967.36,21883.2,Store,Net Banking,Express,Delivered,West,Mumbai,Sales Rep A
S01293,O11293,2026-03-29,C0398,P0096,3,14683.49,0,44050.47,30954.24,13096.23,Store,Net Banking,Same Day,Returned,South,Bengaluru,Sales Rep B
S01294,O11294,2025-06-15,C0197,P0026,5,4794.58,0,23972.9,20049.25,3923.65,Store,Net Banking,Express,Returned,East,Kolkata,Sales Rep B
S01295,O11295,2025-07-10,C0458,P0231,5,26460.19,0.15,112455.81,99408.1,13047.71,Store,UPI,Express,Returned,South,Hyderabad,Sales Rep D
S01296,O11296,2025-01-11,C0129,P0070,4,38371.54,0.2,122788.93,93410.32,29378.61,Store,Card,Standard,Returned,South,Coimbatore,Sales Rep A
S01297,O11297,2025-07-31,C0441,P0428,3,4832.3,0,14496.9,9874.35,4622.55,Partner,Cash,Express,Returned,West,Mumbai,Sales Rep B
S01298,O11298,2025-05-09,C0184,P0310,2,27872.55,0.15,47383.33,42371.24,5012.09,Store,Cash,Same Day,Delivered,North,Jaipur,Sales Rep D
S01299,O11299,2025-01-31,C0459,P0344,3,4590.83,0.15,11706.62,9364.56,2342.06,Partner,Cash,Same Day,Delivered,East,Bhubaneswar,Sales Rep B
S01300,O11300,2025-12-09,C0030,P0356,3,3763.44,0,11290.32,9777.3,1513.02,Store,UPI,Express,Delivered,South,Hyderabad,Sales Rep B
S01301,O11301,2026-03-05,C0243,P0103,6,1919.44,0,11516.64,8333.28,3183.36,Store,Cash,Express,Delivered,North,Delhi,Sales Rep A
S01302,O11302,2025-11-26,C0161,P0099,4,8508.84,0.1,30631.82,29148.28,1483.54,Online,Cash,Same Day,Returned,North,Jaipur,Sales Rep D
