return_id,order_id,product_id,return_date,return_reason,return_status,refund_amount
RET0002259,O00020641,P01049,2025-11-07,Wrong Item,Refunded,3706.46
RET0002260,O00022156,P00753,2024-05-25,Changed Mind,Rejected,247020.94
RET0002261,O00003463,P00644,2024-05-05,Wrong Item,Rejected,31834.63
RET0002262,O00021100,P00873,2026-06-03,Quality Issue,Approved,22799.45
RET0002263,O00024351,P00032,2025-10-13,Changed Mind,Refunded,75469.09
RET0002264,O00019866,P00647,2025-08-21,Damaged,Approved,215725.89
RET0002265,O00006347,P00030,2025-06-19,Quality Issue,Rejected,107820.49
RET0002266,O00006513,P00283,2024-12-21,Quality Issue,Rejected,1994.27
RET0002267,O00005412,P00543,2026-02-03,Damaged,Rejected,4642.03
RET0002268,O00016756,P00183,2024-03-11,Quality Issue,Approved,216159.81
RET0002269,O00012572,P00023,2025-12-01,Quality Issue,Requested,40448.85
RET0002270,O00010173,P00380,2026-04-12,Not as Described,Rejected,433664.22
RET0002271,O00023570,P00208,2024-08-05,Wrong Item,Refunded,6641.77
RET0002272,O00020769,P00232,2025-11-25,Changed Mind,Rejected,20526.46
RET0002273,O00023527,P00237,2025-10-12,Changed Mind,Rejected,262472.11
RET0002274,O00024472,P00058,2025-02-03,Wrong Item,Rejected,94078.78
RET0002275,O00001926,P00120,2026-02-28,Quality Issue,Rejected,27709.39
RET0002276,O00003480,P01126,2024-05-10,Size Issue,Requested,23618.42
RET0002277,O00013020,P01050,2024-02-20,Quality Issue,Requested,6401.40
RET0002278,O00016299,P01159,2026-06-06,Quality Issue,Rejected,86510.67
RET0002279,O00018923,P00363,2024-05-01,Late Delivery,Refunded,2131.76
RET0002280,O00007461,P00551,2024-08-16,Late Delivery,Approved,6138.12
RET0002281,O00013668,P00895,2024-08-19,Damaged,Refunded,332869.49
RET0002282,O00014427,P00473,2024-11-27,Late Delivery,Rejected,24127.93
RET0002283,O00020498,P00364,2024-04-18,Damaged,Rejected,23702.47
RET0002284,O00011331,P00580,2025-12-23,Wrong Item,Refunded,11663.12
RET0002285,O00017232,P01151,2024-03-11,Changed Mind,Requested,16479.25
RET0002286,O00011517,P00946,2025-08-13,Quality Issue,Approved,2031.30
RET0002287,O00024466,P00646,2024-12-20,Quality Issue,Rejected,1756.68
RET0002288,O00023545,P01178,2025-07-01,Changed Mind,Rejected,23033.82
RET0002289,O00023970,P00337,2025-07-25,Wrong Item,Refunded,68403.58
BADRET2290,O00020717,P00356,2025-10-21,Size Issue,Approved,165695.02
RET0002291,O00004996,P00151,2025-02-20,Damaged,Refunded,242376.73
RET0002292,O00022575,P00155,2024-04-11,Changed Mind,Rejected,267725.70
RET0002293,O00017649,P00789,2026-04-22,Changed Mind,Refunded,5783.22
RET0002294,O00023697,P00614,2025-10-14,Wrong Item,Rejected,210.16
RET0002295,O00005935,P00296,2026-02-02,Wrong Item,Approved,44807.70
RET0002296,O00014114,P00122,2024-10-27,Late Delivery,Requested,188374.88
RET0002297,O00024724,P00813,2025-08-30,Changed Mind,Refunded,61923.16
RET0002298,O00015257,P01158,2024-06-08,Size Issue,Approved,49621.51
RET0002299,O00015229,P00743,2024-11-25,Changed Mind,Rejected,62464.92
RET0002300,O00005996,P00286,2025-03-12,Wrong Item,Refunded,5479.42
RET0002301,O00020078,P00467,2025-10-08,Not as Described,Requested,183135.16
RET0002302,O00023675,P00086,2024-09-24,Wrong Item,Refunded,97076.54
RET0002303,O00015250,P00278,2024-12-05,Size Issue,Approved,5484.86
RET0002304,O00021224,P01154,2025-05-27,Late Delivery,Refunded,7141.16
RET0002305,O00012564,P01055,2025-02-24,Not as Described,Approved,1916.58
RET0002306,O00010967,P01149,2025-04-07,Late Delivery,Refunded,60802.43
RET0002307,O00019571,P01152,2024-03-03,Damaged,Requested,8175.08
RET0002308,O00009510,P00627,2024-12-27,Changed Mind,Approved,72104.10
RET0002309,O00021722,P00281,2024-11-01,Quality Issue,Refunded,121757.18
RET0002310,O00001410,P00687,2024-11-20,Not as Described,Requested,3402.14
RET0002311,O00014171,P00108,2026-06-29,Not as Described,Requested,26844.98
RET0002312,O00018809,P00521,2025-07-23,Wrong Item,Rejected,16827.93
RET0002313,O00000755,P00799,2024-07-03,Not as Described,Requested,272747.99
RET0002314,O00015176,P00034,2024-03-29,Quality Issue,Approved,71372.34
RET0002315,O00006122,P00009,2026-01-06,Changed Mind,Approved,31030.13
RET0002316,O00009651,P00099,2024-09-07,Not as Described,UNKNOWN,51627.73
RET0002317,O00007628,P00167,2025-01-28,Changed Mind,Rejected,64809.06
RET0002318,O00005411,P00629,2024-09-12,Changed Mind,Approved,279738.52
RET0002319,O00015649,P00579,2026-06-12,Changed Mind,Refunded,100640.18
RET0002320,O00015584,P01166,2025-01-27,Damaged,Requested,57933.09
RET0002321,O00013145,P00024,2024-02-22,Size Issue,Refunded,-10
RET0002322,O00012486,P00514,2025-01-16,Changed Mind,Approved,109812.97
RET0002323,O00009707,P00795,2025-12-08,Wrong Item,Refunded,2866.72
RET0002324,O00004444,P00261,2024-03-16,Quality Issue,Approved,137884.95
RET0002325,O00013987,P00970,2025-11-20,Changed Mind,Approved,10025.40
RET0002326,O00023037,P00311,2025-07-02,Changed Mind,Approved,175502.47
RET0002327,O00006028,P01056,2024-04-27,Damaged,Approved,25213.97
RET0002328,O00018494,P00241,2024-11-01,,Approved,84502.07
RET0002329,O00007545,P00452,2025-01-22,Quality Issue,Approved,92237.30
RET0002330,O00020131,P00403,2024-04-11,Changed Mind,Refunded,168476.10
RET0002331,O00007622,P00628,2024-08-13,Quality Issue,Refunded,128329.08
RET0002332,O00018943,P00570,2025-02-17,Size Issue,Requested,127.10
RET0002333,O00024522,P01047,2025-02-17,Changed Mind,Rejected,97274.78
RET0002334,O00006771,P01099,2024-12-21,Wrong Item,Rejected,124779.18
RET0002335,O00004034,P00785,2026-07-27,Quality Issue,Refunded,7841.76
RET0002336,O00017586,P01146,2026-05-02,Wrong Item,Rejected,23283.39
RET0002337,O00018382,P00401,2025-02-05,Size Issue,Refunded,49237.67
RET0002338,O00000789,P00663,2024-03-01,Wrong Item,Approved,28738.36
RET0002339,O00024422,P00082,2024-03-17,Changed Mind,Rejected,26188.17
RET0002340,O00016572,P01130,2024-11-27,Wrong Item,Approved,11571.17
RET0002341,O00005595,P00916,2024-06-04,Changed Mind,Approved,31579.29
RET0002342,O00014150,P00097,2026-06-29,Wrong Item,Approved,61044.72
RET0002343,O00016937,P00305,2026-01-26,Changed Mind,Approved,56260.57
RET0002344,O00008671,P00531,2026-06-27,Quality Issue,Approved,27677.33
RET0002345,O00016877,P00850,2024-11-10,Quality Issue,Refunded,20723.98
RET0002346,O00003333,P00165,2024-08-22,Size Issue,Requested,171377.37
RET0002347,O00020623,P00081,2026-07-10,Damaged,Refunded,192385.21
RET0002348,O00007639,P00533,2026-01-28,Damaged,Rejected,129592.86
RET0002349,O00008695,P00067,2024-07-29,Late Delivery,Refunded,2171.97
RET0002350,O00006048,P00311,2025-01-17,Damaged,Approved,14271.49
RET0002351,O00022565,P00113,2025-06-28,Quality Issue,Approved,215785.84
RET0002352,O00011011,P00605,2024-11-03,Quality Issue,Approved,39982.81
RET0002353,O00023394,P99999,2026-05-21,Damaged,Rejected,28793.73
RET0002354,O00003582,P00327,2025-12-26,Wrong Item,Approved,40968.40
RET0002355,O00015317,P00723,2025-03-08,Quality Issue,Refunded,309.11
RET0002356,O00023171,P00059,2025-04-06,Wrong Item,Requested,21902.30
RET0002357,O00020290,P00808,2025-05-24,Changed Mind,Rejected,54889.29
RET0002358,O00001692,P00712,2024-03-22,Damaged,Requested,3693.58
RET0002359,O00014510,P00836,2024-08-27,Late Delivery,Refunded,5382.46
RET0002360,O00004084,P00394,2024-06-15,Wrong Item,Approved,38795.00
RET0002361,O00019316,P00270,2024-02-14,Late Delivery,Rejected,2711.11
RET0002362,O00022744,P01174,2025-10-14,Quality Issue,Requested,117219.15
RET0002363,O00002266,P00871,2024-08-10,Changed Mind,Approved,31136.50
RET0002364,O00012229,P00452,2026-04-11,Changed Mind,Requested,77557.34
RET0002365,O00011383,P00623,2025-03-20,Size Issue,Refunded,144758.79
RET0002366,O00011953,P00121,2025-08-31,Changed Mind,Refunded,141020.46
RET0002367,O00016685,P00517,2024-03-16,Not as Described,Requested,88432.90
RET0002368,O00019550,P00572,2024-11-02,Not as Described,Rejected,104527.80
RET0002369,O00002473,P00271,2024-09-29,Quality Issue,Refunded,23558.23
RET0002370,O00005326,P00822,2024-10-16,Damaged,Requested,101911.89
RET0002371,O00001900,P00828,2024-05-23,Size Issue,Approved,25282.34
RET0002372,O00003076,P00990,2024-07-24,Wrong Item,Requested,332733.56
RET0002373,O00015175,P00096,2025-07-20,Size Issue,Requested,53553.08
RET0002374,O00014683,P00517,2026-05-15,Late Delivery,Approved,88916.41
RET0002375,O00001194,P01053,2026-06-16,Wrong Item,Requested,88805.56
RET0002376,O00000660,P00080,2026-01-14,Size Issue,Approved,25589.50
RET0002377,O00004198,P00058,2025-01-03,Wrong Item,Approved,72562.09
RET0002378,O00005994,P00522,2025-08-13,Damaged,Refunded,89038.44
RET0002379,O00002825,P00445,2026-04-26,Changed Mind,Requested,128129.00
RET0002380,O00012473,P01099,2025-05-30,Not as Described,Refunded,7357.92
RET0002381,O00022139,P00639,2025-10-24,Not as Described,Approved,116484.48
RET0002382,O00016012,P00293,2024-09-02,Quality Issue,Requested,4877.88
RET0002383,O00007634,P00060,2024-10-28,Wrong Item,Approved,159142.58
RET0002384,O00024207,P00344,2024-05-25,Size Issue,Approved,103789.71
RET0002385,O00005707,P00559,2024-09-04,Quality Issue,Refunded,197313.28
RET0002386,O00008599,P00758,2025-10-11,Wrong Item,Requested,108781.12
RET0002387,O00013356,P00336,2025-09-04,Quality Issue,Approved,189586.67
RET0002388,O00016451,P00104,2025-08-23,Size Issue,Rejected,20008.42
RET0002389,O00020572,P01081,2024-03-21,Not as Described,Requested,5237.06
RET0002390,O00021260,P00391,2024-10-25,Damaged,Refunded,49762.08
RET0002391,O00013516,P00856,2024-09-20,Not as Described,Approved,10496.27
RET0002392,O00018977,P00413,2025-03-11,Quality Issue,Rejected,4393.51
RET0002393,O00014538,P00445,2025-10-14,Quality Issue,Rejected,115593.96
RET0002394,O00018995,P00991,2026-06-15,Changed Mind,Requested,237759.45
RET0002395,O00010361,P00761,2024-06-30,Size Issue,Refunded,830.63
RET0002396,O00007310,P00512,2024-11-22,Late Delivery,Requested,1405.30
RET0002397,O00024797,P00996,2024-06-28,Changed Mind,Requested,29542.24
RET0002398,O00014576,P00749,2024-08-01,Quality Issue,Rejected,83784.90
RET0002399,O00023988,P00390,2025-12-04,Changed Mind,Refunded,4538.09
RET0002400,O00003328,P00582,2025-02-10,Not as Described,Rejected,12368.44
RET0002401,O00003448,P00691,2025-03-14,Not as Described,Approved,1241.40
RET0002402,O00006694,P01084,2024-11-17,Late Delivery,Rejected,89178.40
RET0002403,O00019337,P00995,2026-06-14,Damaged,Requested,19626.87
RET0002404,O00009595,P00773,2025-11-21,Damaged,Requested,7358.28
RET0002405,O00002716,P00820,2024-04-13,Damaged,Approved,64558.58
RET0002406,O00020641,P01049,2025-10-27,Damaged,Requested,12840.63
RET0002407,O00012649,P00902,2024-08-03,Late Delivery,Rejected,2055.44
RET0002408,O00020003,P00180,2025-12-18,Wrong Item,Refunded,57633.80
RET0002409,O00022494,P00195,2024-02-01,Damaged,Requested,59792.24
RET0002410,O00009344,P00799,2025-10-06,Not as Described,Rejected,80631.53
RET0002411,O00002772,P00456,2024-04-18,Changed Mind,Refunded,10192.33
RET0002412,O00015797,P00408,2025-04-28,Quality Issue,Approved,4928.15
RET0002413,O00016070,P00086,2024-01-21,Changed Mind,Approved,16493.77
RET0002414,O00012065,P00654,2026-06-01,Not as Described,Refunded,93005.53
RET0002415,O00023100,P00303,2025-07-03,Late Delivery,Rejected,44955.56
RET0002416,O00022429,P00427,2026-02-01,Damaged,Requested,51229.82
RET0002417,O00004502,P00822,2026-04-15,Late Delivery,Requested,66202.36
RET0002418,O00020228,P00823,2025-07-07,Quality Issue,Approved,401378.62
RET0002419,O00011453,P00549,2025-07-19,Changed Mind,Requested,3116.68
RET0002420,O00005036,P00768,2025-12-26,Late Delivery,Rejected,162906.30
RET0002421,O00014466,P01010,2024-12-18,Size Issue,Requested,1071.75
RET0002422,O99999999,P00421,2025-02-24,Not as Described,Approved,3535.70
RET0002423,O00014037,P00506,2026-07-13,Wrong Item,Requested,64524.96
RET0002424,O00005471,P01079,2025-04-21,Damaged,Requested,121464.13
RET0002425,O00006856,P01161,2025-09-20,,Requested,25974.30
RET0002426,O00017069,P00108,2025-08-23,Damaged,Refunded,861.79
RET0002427,O00021840,P00140,2024-10-08,Damaged,Requested,12310.12
RET0002428,O00008942,P01012,2025-02-13,Quality Issue,Rejected,32586.00
RET0002429,O00010494,P00986,2025-01-22,Size Issue,Requested,13204.40
RET0002430,O00000608,P00525,2024-05-16,Wrong Item,Rejected,8863.80
RET0002431,O00017544,P00006,2025-07-19,Quality Issue,Refunded,14159.66
RET0002432,O00004663,P00961,2025-12-15,Changed Mind,Approved,24609.70
RET0002433,O00002162,P00149,2024-11-01,Size Issue,Refunded,50645.64
RET0002434,O00020288,P00393,2024-10-16,Damaged,Requested,570015.08
RET0002435,O00021237,P00062,2024-04-07,Quality Issue,Approved,283564.61
RET0002436,O00002888,P00212,2025-09-04,Size Issue,Approved,222461.47
RET0002437,O00012799,P00008,2025-08-06,Changed Mind,Rejected,142348.38
RET0002438,O00009694,P00571,2024-11-08,Quality Issue,Rejected,31871.44
RET0002439,O00003582,P00109,2026-01-25,Late Delivery,Refunded,66687.43
RET0002440,O00024263,P00757,2025-08-29,Quality Issue,Requested,102977.25
RET0002441,O00024624,P00495,2024-04-16,Wrong Item,Approved,140736.33
RET0002442,O00008804,P00903,2025-10-13,Late Delivery,Requested,180962.43
RET0002443,O00022321,P00267,2025-08-17,Changed Mind,Refunded,2639.81
RET0002444,O00013890,P00521,2025-04-21,Not as Described,Rejected,172380.63
RET0002445,O00004548,P00497,2026-05-15,Wrong Item,Refunded,42459.71
RET0002446,O00023766,P00530,2024-03-02,Wrong Item,Refunded,26390.42
RET0002447,O00017838,P01000,2024-05-25,Size Issue,Rejected,39035.55
RET0002448,O00005658,P00251,2026-02-12,Wrong Item,Approved,29320.61
RET0002449,O00004525,P00477,2025-01-08,Damaged,Requested,122376.01
RET0002450,O00012019,P00353,2025-08-11,Changed Mind,Refunded,60603.51
RET0002451,O00008662,P00180,2024-08-11,Wrong Item,Rejected,380131.58
RET0002452,O00009089,P00154,2024-07-31,Damaged,Refunded,4078.29
RET0002453,O00020624,P00809,2024-12-16,Late Delivery,Rejected,4675.32
RET0002454,O00012818,P00129,2026-05-07,Changed Mind,Approved,2157.62
RET0002455,O00001926,P00679,2026-02-22,Quality Issue,Rejected,120631.96
RET0002456,O00014260,P00425,2025-06-29,Size Issue,Rejected,33661.25
RET0002457,O00006955,P01064,2024-10-12,Not as Described,Approved,32492.26
RET0002458,O00010908,P01035,2025-03-04,Late Delivery,Approved,119140.89
RET0002459,O00002455,P00062,2026-04-07,Late Delivery,Refunded,88832.84
RET0002460,O00005502,P00657,2024-04-21,Changed Mind,Rejected,74603.99
RET0002461,O00000195,P00764,2026-04-06,Size Issue,Refunded,13679.35
RET0002462,O00010488,P01105,2024-12-06,Not as Described,Refunded,61390.60
RET0002463,O00021380,P01138,2026-03-01,Not as Described,Requested,254730.87
RET0002464,O00017021,P00163,2024-06-25,Not as Described,Requested,49041.01
RET0002465,O00022213,P00760,2025-08-14,Size Issue,Requested,87750.43
RET0002466,O00014153,P01164,2025-06-30,Quality Issue,Refunded,3225.42
RET0002467,O00019528,P01100,2025-06-09,Quality Issue,Refunded,48680.00
RET0002468,O00015557,P00021,2026-04-26,Changed Mind,Approved,47829.89
RET0002469,O00024003,P00900,2024-06-09,Quality Issue,Rejected,20907.41
RET0002470,O00018259,P00897,2025-03-13,Quality Issue,Rejected,67141.01
RET0002471,O00019367,P00102,2024-03-30,Damaged,Refunded,65551.14
RET0002472,O00018118,P01062,2025-11-14,Damaged,Approved,137328.47
RET0002473,O00012217,P00971,2026-03-28,Not as Described,Refunded,166231.99
RET0002474,O00010514,P00708,2025-10-27,Size Issue,Refunded,42658.92
RET0002475,O00011052,P00258,2026-06-29,Late Delivery,Rejected,232462.94
RET0002476,O00005591,P00364,2025-06-12,Changed Mind,Refunded,11411.37
RET0002477,O00004412,P01065,2024-11-22,Not as Described,Requested,67416.44
RET0002478,O00017244,P00375,2025-06-04,Late Delivery,Refunded,60714.91
RET0002479,O00024345,P00237,2025-06-03,Quality Issue,Refunded,284605.07
RET0002480,O00008625,P00273,2024-08-11,Damaged,Approved,3677.76
RET0002481,O00000035,P00075,2025-06-13,Size Issue,Rejected,2452.70
RET0002482,O00016206,P00971,2025-12-18,Not as Described,Rejected,27074.18
RET0002483,O00023256,P00667,2025-10-12,Wrong Item,Approved,166967.77
RET0002484,O00020396,P01173,2025-05-11,Quality Issue,Refunded,9024.46
RET0002485,O00016121,P01096,2026-05-09,Not as Described,Approved,1366.58
RET0002486,O00007775,P00369,2026-05-15,Not as Described,Requested,71316.56
RET0002487,O00015145,P00364,2025-04-29,Size Issue,Requested,33504.68
RET0002488,O00010522,P00344,2026-06-16,Wrong Item,Requested,50618.26
RET0002489,O00017515,P00760,2025-05-29,Damaged,Approved,43260.22
RET0002490,O00009149,P00563,2024-06-16,Late Delivery,Rejected,6570.93
RET0002491,O00006583,P00759,2024-05-24,Quality Issue,Rejected,5233.34
RET0002492,O00014222,P01112,2024-05-13,Size Issue,Rejected,45710.00
RET0002493,O00007338,P01020,2025-03-21,Size Issue,Refunded,3167.11
RET0002494,O00006811,P01074,2024-04-27,Size Issue,Requested,171141.96
RET0002495,O00005108,P00796,2024-02-25,Damaged,Refunded,309915.21
RET0002496,O00008688,P00790,2024-11-25,Size Issue,Rejected,40196.26
RET0002497,O00004083,P00418,2024-04-30,Size Issue,Approved,3752.80
RET0002498,O00008906,P00576,2024-01-28,Wrong Item,Requested,44570.71
RET0002499,O00003663,P01010,2024-09-11,Size Issue,Refunded,3732.75
RET0002500,O00008386,P00008,2025-06-09,Late Delivery,Approved,236205.07
RET0002501,O00019291,P00888,2026-01-09,Wrong Item,Requested,155201.58
RET0002502,O00008105,P00442,2026-05-07,Damaged,Rejected,35093.96
RET0002503,O00021981,P00709,2025-12-16,Changed Mind,Refunded,16363.31
RET0002504,O00001221,P00116,2025-01-26,Late Delivery,Requested,249565.58
RET0002505,O00005853,P00504,2025-02-22,Wrong Item,Approved,77861.43
RET0002506,O00015298,P00844,2026-06-22,Damaged,Approved,121308.16
RET0002507,O00022126,P00734,2026-04-23,Damaged,Requested,113709.79
RET0002508,O00008866,P00011,2025-03-23,Damaged,Approved,35470.92
RET0002509,O00001057,P00989,2026-05-10,Size Issue,UNKNOWN,297150.77
RET0002510,O00020128,P00498,2025-10-09,Quality Issue,Requested,20896.68
RET0002511,O00017654,P00866,2025-07-19,Wrong Item,Requested,219186.35
RET0002512,O00023231,P00040,2025-08-31,Not as Described,Approved,25509.29
RET0002513,O00002634,P00352,2025-10-04,Wrong Item,Approved,10792.67
RET0002514,O00016993,P00094,2024-10-31,Not as Described,Approved,47250.77
RET0002515,O00009370,P00096,2024-08-03,Damaged,Refunded,716.93
RET0002516,O00007242,P01148,2024-06-06,Wrong Item,Approved,23166.99
RET0002517,O00008887,P00281,2024-10-09,Quality Issue,Requested,29929.96
RET0002518,O00005643,P00983,2024-08-12,Late Delivery,Requested,205998.74
BADRET2519,O00002822,P00220,2025-03-17,Not as Described,Requested,151756.78
RET0002520,O00001001,P00828,2026-02-10,Wrong Item,Approved,120571.84
RET0002521,O00005704,P00517,2024-05-08,Late Delivery,Refunded,95164.93
RET0002522,O00012640,P01134,2024-11-22,,Refunded,13957.41
RET0002523,O00009656,P00556,2026-07-19,Changed Mind,Requested,4657.51
RET0002524,O00020891,P00671,2024-10-13,Damaged,Refunded,147713.07
RET0002525,O00005004,P00708,2025-04-15,Changed Mind,Requested,22930.12
RET0002526,O00022738,P00874,2024-12-29,Quality Issue,Rejected,7080.72
RET0002527,O00013996,P00046,2026-06-18,Quality Issue,Refunded,131428.24
RET0002528,O00011874,P01038,2025-10-12,Wrong Item,Rejected,112686.73
RET0002529,O00003645,P00751,2024-09-14,Late Delivery,Requested,1814.25
RET0002530,O00010886,P00760,2024-08-09,Damaged,Approved,6689.71
RET0002531,O00007245,P00516,2026-02-09,Not as Described,Requested,156382.22
RET0002532,O00024572,P01074,2024-04-18,Late Delivery,Requested,-10
RET0002533,O00022484,P01034,2024-02-26,Changed Mind,Approved,236523.31
RET0002534,O00006293,P99999,2024-01-22,Not as Described,Rejected,25367.50
RET0002535,O00003115,P01028,2025-05-15,Damaged,Requested,29765.47
RET0002536,O00000424,P00861,2025-02-05,Late Delivery,Approved,23293.96
RET0002537,O00004229,P00167,2025-09-12,Quality Issue,Approved,46885.53
RET0002538,O00012855,P00817,2024-05-24,Damaged,Refunded,30570.13
RET0002539,O00002975,P01077,2026-02-01,Changed Mind,Approved,51527.71
RET0002540,O00004618,P00830,2024-10-04,Damaged,Approved,4241.21
RET0002541,O00008663,P00543,2026-03-04,Not as Described,Rejected,23752.82
RET0002542,O00013158,P00175,2025-11-08,Changed Mind,Rejected,265176.11
RET0002543,O00012830,P00574,2025-07-31,Quality Issue,Requested,2939.23
RET0002544,O00020186,P00718,2026-05-23,Quality Issue,Requested,419363.30
RET0002545,O00022535,P00127,2026-04-07,Damaged,Approved,17727.41
RET0002546,O00001518,P00967,2026-01-24,Late Delivery,Requested,9634.39
RET0002547,O00022407,P00699,2024-08-16,Changed Mind,Approved,18724.21
RET0002548,O00016168,P00661,2025-09-07,Wrong Item,Refunded,182604.06
RET0002549,O00020698,P00320,2024-05-02,Quality Issue,Refunded,27970.29
RET0002550,O00000801,P00256,2024-03-30,Size Issue,Refunded,87102.57
RET0002551,O00018382,P00401,2025-02-24,Changed Mind,Rejected,39708.76
RET0002552,O00000259,P00420,2025-05-18,Wrong Item,Approved,12426.96
RET0002553,O00008469,P00537,2025-08-27,Late Delivery,Rejected,264011.81
RET0002554,O00014871,P00443,2026-07-05,Wrong Item,Approved,103749.06
RET0002555,O00014870,P00435,2024-04-02,Wrong Item,Requested,92871.18
RET0002556,O00007731,P00889,2024-12-30,Quality Issue,Rejected,54099.36
RET0002557,O00013716,P01116,2025-10-05,Wrong Item,Rejected,281746.55
RET0002558,O00009014,P00811,2025-12-30,Wrong Item,Refunded,67705.24
RET0002559,O00011463,P00085,2025-03-08,Changed Mind,Rejected,241350.55
RET0002560,O00022428,P00127,2024-09-14,Late Delivery,Rejected,78701.54
RET0002561,O00018638,P00359,2024-01-21,Quality Issue,Refunded,169875.00
RET0002562,O00008445,P00435,2026-01-13,Wrong Item,Approved,68944.98
RET0002563,O00012213,P00876,2024-02-25,Damaged,Rejected,28515.30
RET0002564,O00007585,P00978,2026-07-10,Size Issue,Requested,37505.28
RET0002565,O00007965,P00681,2026-04-21,Damaged,Refunded,78604.59
RET0002566,O00008135,P00906,2024-07-01,Not as Described,Approved,24895.97
RET0002567,O00001923,P00137,2024-11-20,Size Issue,Refunded,11193.03
RET0002568,O00012102,P01040,2024-11-18,Damaged,Requested,184808.52
RET0002569,O00006603,P00978,2025-10-27,Late Delivery,Approved,41060.33
RET0002570,O00014948,P01162,2025-03-08,Damaged,Refunded,353676.23
RET0002571,O00012563,P00440,2025-11-27,Quality Issue,Refunded,115606.64
RET0002572,O00018531,P00360,2026-01-10,Late Delivery,Refunded,68792.82
RET0002573,O00008924,P00498,2025-09-12,Size Issue,Approved,23717.64
RET0002574,O00023478,P00095,2025-11-18,Late Delivery,Requested,37260.93
RET0002575,O00023355,P00396,2025-06-12,Late Delivery,Approved,29067.41
RET0002576,O00001964,P00416,2024-11-15,Damaged,Refunded,186660.03
RET0002577,O00005973,P00720,2025-12-03,Quality Issue,Refunded,90510.48
RET0002578,O00009968,P00765,2024-02-19,Quality Issue,Requested,87757.98
RET0002579,O00000916,P00592,2025-05-21,Not as Described,Refunded,113529.68
RET0002580,O00007582,P00236,2025-02-18,Late Delivery,Requested,173852.66
RET0002581,O00008566,P00725,2026-03-31,Changed Mind,Rejected,4017.47
RET0002582,O00018059,P00343,2024-02-08,Wrong Item,Requested,117112.50
RET0002583,O00021179,P00282,2025-04-13,Not as Described,Refunded,1574.42
RET0002584,O00022517,P00833,2026-02-07,Wrong Item,Refunded,52461.18
RET0002585,O00002581,P00497,2024-08-30,Changed Mind,Refunded,48440.07
RET0002586,O00018546,P00180,2025-03-25,Not as Described,Requested,146893.58
RET0002587,O00019192,P00034,2024-01-23,Quality Issue,Refunded,30488.00
RET0002588,O00006737,P00310,2024-09-25,Wrong Item,Requested,7111.74
RET0002589,O00017504,P00856,2025-01-24,Damaged,Approved,75494.47
RET0002590,O00004664,P00640,2025-03-29,Not as Described,Refunded,196406.47
RET0002591,O00002646,P01076,2024-07-10,Quality Issue,Rejected,50480.77
RET0002592,O00011551,P00886,2025-08-25,Late Delivery,Refunded,16190.33
RET0002593,O00022843,P00334,2024-08-08,Damaged,Rejected,375668.49
RET0002594,O00001601,P00136,2025-07-11,Changed Mind,Requested,319888.54
RET0002595,O99999999,P00125,2024-09-16,Not as Described,Requested,195420.28
RET0002596,O00023215,P00645,2026-04-01,Damaged,Approved,6706.99
RET0002597,O00017233,P00411,2026-05-17,Late Delivery,Requested,59453.06
RET0002598,O00013474,P00731,2025-07-08,Not as Described,Rejected,76136.06
RET0002599,O00021336,P00948,2026-03-07,Not as Described,Refunded,67651.80
RET0002600,O00013960,P00275,2025-09-08,Wrong Item,Rejected,13704.64
RET0002601,O00018672,P00371,2024-09-02,Damaged,Approved,112906.30
RET0002602,O00003587,P00739,2025-07-08,Not as Described,Refunded,20746.75
RET0002603,O00014690,P01060,2026-06-15,Late Delivery,Requested,44865.19
RET0002604,O00006377,P00322,2025-02-12,Late Delivery,Rejected,136675.82
RET0002605,O00014735,P00055,2026-06-19,Damaged,Approved,9690.75
RET0002606,O00005186,P00454,2024-03-22,Damaged,Rejected,53143.24
RET0002607,O00011113,P00745,2024-06-29,Damaged,Requested,9507.81
RET0002608,O00021303,P00432,2024-11-07,Not as Described,Approved,56316.40
RET0002609,O00007470,P00888,2024-10-04,Size Issue,Rejected,1024.47
RET0002610,O00010424,P00243,2026-04-28,Changed Mind,Refunded,211801.38
RET0002611,O00005146,P00132,2026-03-14,Quality Issue,Approved,26811.98
RET0002612,O00009405,P00186,2025-06-22,Damaged,Refunded,49723.00
RET0002613,O00012147,P00454,2024-06-12,Damaged,Requested,69104.51
RET0002614,O00003346,P00785,2024-02-09,Changed Mind,Approved,9146.71
RET0002615,O00014362,P01004,2025-07-22,Late Delivery,Refunded,83459.14
RET0002616,O00002228,P00099,2024-06-08,Size Issue,Approved,98006.84
RET0002617,O00002728,P01056,2026-01-01,Changed Mind,Requested,62287.60
RET0002618,O00016585,P00652,2026-07-10,Damaged,Rejected,127316.89
RET0002619,O00013172,P00941,2024-06-30,,Requested,112180.46
RET0002620,O00009382,P00305,2024-06-06,Changed Mind,Approved,58276.55
RET0002621,O00004009,P00552,2026-07-07,Late Delivery,Approved,17000.99
RET0002622,O00010177,P01058,2024-05-12,Damaged,Requested,21206.97
RET0002623,O00024384,P00206,2024-06-26,Damaged,Rejected,16122.64
RET0002624,O00005920,P00992,2025-01-05,Changed Mind,Refunded,2879.63
RET0002625,O00003352,P00277,2024-07-26,Not as Described,Requested,2715.87
RET0002626,O00003417,P00520,2026-04-12,Changed Mind,Rejected,22580.79
