shipment_id,order_id,shipment_date,delivery_date,carrier,tracking_number,shipment_status,shipping_cost
SHP00019124,O00021972,2024-07-31,2024-08-05,DHL,TRK31274040198,Delivered,49.00
SHP00019125,O00021973,2025-09-23,,Delhivery,TRK63211912785,In Transit,49.00
SHP00019126,O00021974,2026-06-11,2026-06-17,BlueDart,TRK77284785081,Delivered,79.00
SHP00019127,O00021978,2025-05-05,,DTDC,TRK72877058974,Processing,99.00
SHP00019128,O00021979,2024-07-16,2024-07-19,DTDC,TRK42693478103,Delivered,79.00
SHP00019129,O00021980,2025-07-05,2025-07-08,DTDC,TRK82495649213,Delivered,49.00
SHP00019130,O00021981,2025-12-11,2025-12-12,BlueDart,TRK75329932166,Delivered,49.00
SHP00019131,O00021982,2026-05-31,2026-06-04,DTDC,TRK42548893904,Delivered,99.00
SHP00019132,O00021983,2025-11-21,2025-11-28,FedEx,TRK87077280085,Delivered,49.00
SHP00019133,O00021984,2026-02-08,2026-02-10,BlueDart,TRK34056988093,Delivered,79.00
SHP00019134,O00021986,2024-06-30,2024-07-07,FedEx,TRK82725731267,Delivered,0.00
SHP00019135,O00021987,2025-10-28,,dhl,TRK60104663826,Processing,0.00
SHP00019136,O00021989,2025-07-02,,Delhivery,TRK82932977999,Processing,49.00
SHP00019137,O00021990,2026-01-09,2026-01-12,Delhivery,TRK30979459367,Delivered,0.00
SHP00019138,O00021991,2025-01-27,2025-01-28,DHL,TRK37011097685,Delivered,49.00
SHP00019139,O00021992,2024-04-09,,BlueDart,TRK21691182676,Processing,149.00
SHP00019140,O00021993,2025-07-07,2025-07-10,India Post,TRK21830357471,Delivered,99.00
SHP00019141,O00021994,2025-05-03,,Delhivery,TRK36504689582,In Transit,0.00
SHP00019142,O00021995,2025-09-20,,Delhivery,TRK11315390815,Processing,149.00
SHP00019143,O00021996,2025-12-31,,DTDC,TRK36522746228,In Transit,0.00
SHP00019144,O00021997,2026-06-21,,India Post,TRK30966909765,Processing,99.00
SHP00019145,O00021998,2024-03-31,,FedEx,TRK82672911314,Processing,79.00
SHP00019146,O00021999,2025-02-18,2025-02-25,DHL,TRK27212127923,Delivered,0.00
SHP00019147,O00022000,2025-08-09,,BlueDart,TRK13994556917,Processing,99.00
SHP00019148,O00022001,2026-06-02,2026-06-05,India Post,TRK43434607004,Delivered,79.00
SHP00019149,O00022003,2024-07-10,2024-07-11,FedEx,TRK85230902592,Delivered,0.00
SHP00019150,O00022004,2024-03-03,2024-03-10,FedEx,TRK13883482072,Delivered,0.00
SHP00019151,O00022005,2024-09-03,2024-09-08,India Post,TRK55389633716,Delivered,0.00
SHP00019152,O00022006,2025-05-14,,FedEx,TRK28997323850,In Transit,149.00
SHP00019153,O00022007,2024-06-07,,BlueDart,,Processing,0.00
SHP00019154,O00022008,2024-07-06,,DHL,TRK28547698755,Processing,149.00
SHP00019155,O00022009,2025-04-05,2025-04-07,Delhivery,TRK10866512292,Delivered,79.00
SHP00019156,O00022011,2026-03-22,2026-03-23,DTDC,TRK64244696906,Delivered,149.00
SHP00019157,O00022012,2024-07-12,,DTDC,TRK89588866079,In Transit,149.00
SHP00019158,O00022013,2025-02-20,2025-02-23,DTDC,TRK93088854149,Delivered,149.00
SHP00019159,O00022015,2025-06-24,,DHL,TRK73821857294,Processing,79.00
SHP00019160,O00022016,2024-04-06,2024-04-12,DHL,TRK76650070006,Delivered,79.00
SHP00019161,O00022017,2025-02-14,2025-02-20,Delhivery,TRK36057974168,Delivered,99.00
SHP00019162,O00022018,2025-10-19,2025-10-23,India Post,TRK87199897371,Delivered,0.00
SHP00019163,O00022019,2024-07-13,2024-07-15,BlueDart,TRK34223740222,Delivered,149.00
SHP00019164,O00022020,2025-11-11,2025-11-14,Delhivery,TRK62805595874,Delivered,79.00
SHP00019165,O00022021,2025-10-18,2025-10-25,BlueDart,TRK46386666992,Delivered,149.00
SHP00019166,O00022023,2025-05-13,2025-05-17,DHL,TRK99930407777,Delivered,79.00
SHP00019167,O00022026,2025-07-27,2025-08-03,BlueDart,TRK44266973547,Delivered,149.00
SHP00019168,O00022027,2024-04-07,,DHL,TRK14057219211,In Transit,0.00
SHP00019169,O00022028,2024-12-07,,DTDC,TRK63216887405,In Transit,0.00
SHP00019170,O00022029,2025-02-14,2025-02-16,India Post,TRK22962036033,Delivered,99.00
SHP00019171,O00022030,2025-03-21,,FedEx,TRK54651914597,Processing,99.00
SHP00019172,O00022031,2024-09-08,2024-09-12,DTDC,TRK44573351201,Delivered,149.00
SHP00019173,O00022032,2026-02-13,,India Post,TRK39694478958,Processing,149.00
SHP00019174,O00022033,2026-04-17,2026-04-18,DTDC,TRK26153087880,Delivered,0.00
SHP00019175,O00022034,2024-04-06,,Delhivery,TRK43031301369,Processing,99.00
SHP00019176,O00022036,2024-09-23,2024-09-26,India Post,TRK41975250048,Delivered,99.00
SHP00019177,O00022037,2025-09-03,2025-09-05,FedEx,TRK69413574068,Delivered,149.00
SHP00019178,O00022038,invalid_date,,india post,TRK84417268324,Processing,79.00
SHP00019179,O00022039,2024-03-14,2024-03-18,FedEx,TRK54473875822,Delivered,79.00
SHP00019180,O00022040,2025-02-22,2025-02-23,DTDC,TRK55045445075,Delivered,49.00
SHP00019181,O00022041,2026-05-13,2026-05-17,FedEx,TRK55436250280,Delivered,79.00
SHP00019182,O00022042,2024-11-13,,Delhivery,TRK90288642429,Processing,99.00
SHP00019183,O00022043,2025-02-02,,BlueDart,TRK67963174875,Processing,0.00
SHP00019184,O00022044,2024-11-13,2024-11-18,FedEx,TRK13441867609,Delivered,79.00
SHP00019185,O00022046,2024-09-25,2024-09-29,FedEx,TRK94189731423,Delivered,79.00
SHP00019186,O00022047,2025-10-19,2025-10-22,FedEx,TRK70181261597,Delivered,79.00
SHP00019187,O00022048,2024-09-27,,Delhivery,TRK16371720884,Processing,0.00
SHP00019188,O00022049,2025-12-21,2025-12-23,DTDC,TRK24256019933,Delivered,99.00
SHP00019189,O00022050,2025-12-05,,India Post,TRK70866006441,Processing,99.00
SHP00019190,O00022051,2025-01-31,,India Post,TRK36947498093,In Transit,149.00
SHP00019191,O00022052,2025-12-24,,DHL,TRK41523696941,In Transit,99.00
SHP00019192,O00022053,2024-10-15,,India Post,TRK55469711462,In Transit,79.00
SHP00019193,O00022054,2025-01-22,,Delhivery,TRK98505551741,In Transit,0.00
SHP00019194,O00022055,2025-01-08,2025-01-12,India Post,TRK75982999718,Delivered,99.00
SHP00019195,O00022056,2025-05-18,,Delhivery,TRK16370763768,In Transit,149.00
SHP00019196,O00022057,2026-02-10,,India Post,TRK37940820506,In Transit,0.00
SHP00019197,O00022058,2026-02-13,2026-02-15,DHL,TRK69563474754,Delivered,99.00
SHP00019198,O00022059,2026-03-30,2026-04-04,BlueDart,TRK35693687882,Delivered,49.00
SHP00019199,O00022060,2024-05-17,,Delhivery,TRK18786461825,In Transit,0.00
SHP00019200,O00022061,2024-07-29,2024-08-05,Delhivery,TRK42505453440,Delivered,49.00
SHP00019201,O00022063,2024-11-16,2024-11-22,Delhivery,TRK16811337569,Delivered,-25.00
SHP00019202,O00022065,2024-11-02,,India Post,TRK36857035698,In Transit,0.00
SHP00019203,O00022066,2026-05-08,2026-05-09,India Post,TRK13081303569,Delivered,0.00
SHP00019204,O00022068,2025-09-09,2025-09-13,Delhivery,TRK87691704872,Delivered,99.00
SHP00019205,O00022069,2024-04-30,2024-04-28,DHL,TRK75257264362,In Transit,149.00
SHP00019206,O00022070,2024-07-23,2024-07-29,FedEx,TRK59622316988,Delivered,0.00
SHP00019207,O00022071,2024-09-02,,DHL,TRK82114080013,Processing,149.00
SHP00019208,O00022072,2024-08-10,2024-08-16,DTDC,TRK39606887136,Delivered,79.00
SHP00019209,O00022073,2024-11-06,,DTDC,TRK22952113866,In Transit,0.00
SHP00019210,O00022074,2025-09-05,2025-09-07,India Post,TRK48432946357,Delivered,0.00
SHP00019211,O00022076,2025-09-25,2025-09-26,India Post,TRK61780110528,Delivered,99.00
SHP00019212,O00022077,2025-11-22,2025-11-26,FedEx,TRK49925588661,Delivered,79.00
SHP00019213,O00022078,2024-08-16,2024-08-17,India Post,TRK39800192366,Delivered,0.00
SHP00019214,O00022079,2025-09-05,,DTDC,TRK65692888469,In Transit,149.00
SHP00019215,O00022081,2025-05-31,2025-06-05,Delhivery,TRK30238870968,Delivered,0.00
SHP00019216,O00022082,2024-02-22,,BlueDart,TRK51526242114,In Transit,0.00
SHP00019217,O00022083,2026-03-28,,India Post,TRK26784009336,In Transit,0.00
SHP00019218,O00022084,2025-02-25,2025-02-26,BlueDart,TRK16801811334,Delivered,49.00
SHP00019219,O00022085,2026-01-23,,DHL,TRK62882495997,In Transit,149.00
SHP00019220,O00022086,2024-10-23,,DHL,TRK76150562040,In Transit,49.00
SHP00019221,O00022087,2024-03-09,,bluedart,TRK14147255479,Processing,99.00
SHP00019222,O00022088,2025-09-10,2025-09-13,DTDC,TRK38935196910,Delivered,99.00
SHP00019223,O00022089,2024-10-04,2024-10-09,BlueDart,TRK17865012482,Delivered,149.00
SHP00019224,O00022090,2024-02-15,2024-02-20,DTDC,TRK47922849244,Delivered,0.00
SHP00019225,O00022091,2026-01-01,2026-01-08,DHL,TRK90180357015,Delivered,0.00
SHP00019226,O00022092,2025-08-19,2025-08-20,DHL,TRK41388052871,Delivered,0.00
SHP00019227,O00022094,2025-11-01,2025-11-05,DHL,TRK33091683469,Delivered,49.00
SHP00019228,O00022095,2025-01-23,2025-01-26,Delhivery,TRK34386883115,Delivered,49.00
SHP00019229,O00022096,2024-09-29,2024-10-03,Delhivery,TRK69245710476,Delivered,99.00
SHP00019230,O00022097,2025-01-09,2025-01-10,India Post,TRK53974470701,Delivered,79.00
SHP00019231,O00022099,2025-04-17,,India Post,TRK43841966901,Processing,49.00
SHP00019232,O00022100,2025-06-05,,India Post,TRK30088730384,In Transit,149.00
SHP00019233,O00022101,2025-06-23,,BlueDart,TRK21782871961,Processing,0.00
SHP00019234,O00022102,2024-03-19,2024-03-24,India Post,TRK75367341149,Delivered,99.00
SHP00019235,O00022103,2024-09-02,2024-09-05,DHL,TRK68580910216,Delivered,99.00
SHP00019236,O00022104,2025-12-14,2025-12-21,DHL,TRK95474273497,Delivered,79.00
SHP00019237,O00022105,2026-01-06,2026-01-07,DHL,TRK83516984564,Delivered,79.00
SHP00019238,O00022106,2025-02-21,2025-02-23,BlueDart,TRK70562923190,Delivered,0.00
SHP00019239,O00022107,2025-08-17,,FedEx,TRK23743783953,In Transit,99.00
SHP00019240,O00022108,2024-08-30,2024-09-06,FedEx,TRK65545052529,Delivered,79.00
BADSHIP19241,O00022109,2025-12-29,,India Post,TRK59788197060,In Transit,0.00
SHP00019242,O00022110,2024-09-14,2024-09-16,BlueDart,TRK57640325695,Delivered,0.00
SHP00019243,O00022111,2026-01-07,2026-01-08,FedEx,TRK26117385502,Delivered,79.00
SHP00019244,O00022112,2026-06-04,2026-06-05,Delhivery,TRK13503284035,Delivered,149.00
SHP00019245,O00022113,2024-07-21,2024-07-25,DHL,TRK19249273983,Delivered,149.00
SHP00019246,O00022116,2025-12-05,2025-12-07,DHL,TRK15848963547,Delivered,0.00
SHP00019247,O00022117,2025-05-20,,DHL,TRK98898066797,In Transit,49.00
SHP00019248,O00022118,2025-04-10,2025-04-12,Delhivery,TRK17824586756,Delivered,0.00
SHP00019249,O00022119,2025-11-26,,BlueDart,TRK30252961875,In Transit,49.00
SHP00019250,O00022120,2025-06-05,,Delhivery,TRK15443451208,Processing,99.00
SHP00019251,O00022121,2025-02-25,2025-02-27,Delhivery,TRK16598153711,Delivered,0.00
SHP00019252,O00022123,2024-01-03,,BlueDart,TRK80417420144,In Transit,0.00
SHP00019253,O00022124,2025-05-26,,Delhivery,TRK47317195409,In Transit,0.00
SHP00019254,O00022125,2026-02-16,2026-02-20,DTDC,TRK31342716471,Delivered,49.00
SHP00019255,O00022126,2026-03-22,2026-03-27,BlueDart,TRK70762653802,Delivered,0.00
SHP00019256,O00022127,2025-12-27,,BlueDart,TRK78938500824,Processing,99.00
SHP00019257,O00022128,2024-09-05,,FedEx,TRK63777123113,Processing,99.00
SHP00019258,O00022129,2024-10-17,2024-10-24,Delhivery,TRK90966232735,Delivered,0.00
SHP00019259,O00022130,2025-10-22,,DHL,TRK15768800479,Processing,99.00
SHP00019260,O00022131,2026-03-07,,BlueDart,TRK96121361024,In Transit,79.00
SHP00019261,O00022132,2026-05-30,2026-05-31,India Post,TRK51177074909,Delivered,0.00
SHP00019262,O00022133,2024-02-16,,India Post,TRK38944021793,Processing,149.00
SHP00019263,O00022134,2024-10-13,2024-10-19,Delhivery,TRK48889423422,Delivered,149.00
SHP00019264,O00022135,2025-04-06,,india post,TRK30959365697,Processing,0.00
SHP00019265,O00022136,2025-11-19,,FedEx,TRK39871372042,Processing,99.00
SHP00019266,O00022137,2024-05-26,,DHL,TRK82976563956,Processing,49.00
SHP00019267,O00022138,2024-06-10,,India Post,TRK97662185560,Processing,79.00
SHP00019268,O00022139,2025-09-23,2025-09-27,Delhivery,TRK91103704854,Delivered,79.00
SHP00019269,O00022140,2025-11-02,,India Post,TRK33136356338,Processing,49.00
SHP00019270,O00022141,2024-07-03,,DTDC,TRK55712645380,Processing,149.00
SHP00019271,O00022142,2024-12-05,2024-12-10,India Post,TRK51117949075,Delivered,49.00
SHP00019272,O00022145,2025-05-10,2025-05-15,BlueDart,TRK99172636458,Delivered,49.00
SHP00019273,O00022147,2024-12-04,2024-12-10,Delhivery,TRK58452252007,Delivered,49.00
SHP00019274,O00022148,2026-05-05,2026-05-10,FedEx,TRK59950016729,Delivered,79.00
SHP00019275,O00022150,2024-05-20,,India Post,TRK85144202636,Processing,79.00
SHP00019276,O00022151,2025-02-14,2025-02-15,BlueDart,TRK48632662151,Delivered,149.00
SHP00019277,O00022152,2025-07-20,2025-07-26,FedEx,TRK70564040942,Delivered,79.00
SHP00019278,O00022154,2025-10-14,,India Post,TRK54070151690,Processing,149.00
SHP00019279,O00022155,2024-10-10,2024-10-17,DTDC,TRK40403187004,Delivered,49.00
SHP00019280,O00022156,2024-05-20,2024-05-25,FedEx,TRK12100871633,Delivered,99.00
SHP00019281,O00022157,2025-07-12,2025-07-18,India Post,TRK41338271242,Delivered,149.00
SHP00019282,O00022158,2026-04-12,2026-04-19,DTDC,TRK42667503292,Delivered,99.00
SHP00019283,O00022159,2026-04-25,,DTDC,TRK36614040929,In Transit,99.00
SHP00019284,O00022161,2024-01-14,2024-01-16,Delhivery,TRK72484040884,Delivered,149.00
SHP00019285,O00022162,2024-04-23,,DTDC,TRK62049139526,In Transit,149.00
SHP00019286,O00022163,2024-09-15,2024-09-19,FedEx,TRK50868508546,Delivered,49.00
SHP00019287,O00022165,2024-12-26,,DTDC,TRK29818190205,In Transit,49.00
SHP00019288,O00022166,2025-05-18,,India Post,TRK42069098384,In Transit,79.00
SHP00019289,O00022167,2026-04-08,,Delhivery,TRK14802524616,In Transit,149.00
SHP00019290,O00022168,2024-04-06,2024-04-10,India Post,TRK50211138019,Delivered,99.00
SHP00019291,O00022170,2026-04-08,,DHL,TRK88128788225,Processing,149.00
SHP00019292,O00022172,2024-03-14,2024-03-21,DHL,TRK79737381324,Delivered,149.00
SHP00019293,O00022173,2025-07-11,,FedEx,TRK91652196305,Processing,49.00
SHP00019294,O00022174,2025-07-07,,FedEx,TRK81936913250,In Transit,49.00
SHP00019295,O00022175,2026-01-13,,DHL,TRK41312618084,In Transit,0.00
SHP00019296,O00022176,2025-06-10,2025-06-11,FedEx,TRK88434548237,Delivered,149.00
SHP00019297,O00022177,2024-01-11,2024-01-14,FedEx,TRK53205121490,Delivered,99.00
SHP00019298,O00022178,2025-03-01,2025-03-06,DTDC,TRK86602304569,Delivered,49.00
SHP00019299,O00022179,2024-02-10,2024-02-16,DTDC,TRK70889503929,Delivered,49.00
SHP00019300,O00022180,2024-09-19,,Delhivery,TRK60881980946,LOST??,99.00
SHP00019301,O00022182,2026-03-17,,BlueDart,TRK62895137816,In Transit,49.00
SHP00019302,O00022183,2025-07-10,2025-07-13,FedEx,TRK97348680923,Delivered,49.00
SHP00019303,O00022184,2025-07-26,,Delhivery,TRK71618015351,Processing,79.00
SHP00019304,O00022185,2024-02-01,2024-02-04,BlueDart,TRK48934628762,Delivered,49.00
SHP00019305,O00022187,2025-02-04,2025-02-11,BlueDart,TRK12819422810,Delivered,49.00
SHP00019306,O00022188,2024-07-25,,India Post,TRK28046311580,Processing,0.00
SHP00019307,O00022189,2026-07-01,2026-07-03,fedex,TRK68993403855,Delivered,79.00
SHP00019308,O00022190,2025-12-24,2025-12-25,India Post,TRK24972462498,Delivered,49.00
SHP00019309,O00022191,2026-01-28,2026-01-31,DHL,TRK43744263941,Delivered,49.00
SHP00019310,O00022192,2026-04-22,2026-04-25,India Post,TRK47149491474,Delivered,79.00
SHP00019311,O00022193,2024-03-24,2024-03-31,FedEx,TRK87037138221,Delivered,0.00
SHP00019312,O00022194,2024-08-10,,Delhivery,TRK57637790966,Processing,149.00
SHP00019313,O00022195,2024-11-24,2024-11-27,DTDC,TRK79851144317,Delivered,49.00
SHP00019314,O00022196,2026-04-01,2026-04-05,FedEx,TRK32511896520,Delivered,149.00
SHP00019315,O00022197,2024-03-13,2024-03-19,DTDC,TRK35449956542,Delivered,79.00
SHP00019316,O00022198,2026-05-10,2026-05-12,BlueDart,TRK64983699618,Delivered,99.00
SHP00019317,O00022199,2025-05-21,2025-05-27,FedEx,TRK39041801828,Delivered,79.00
SHP00019318,O00022201,2024-12-24,2024-12-27,Delhivery,TRK38047456453,Delivered,49.00
SHP00019319,O00022203,2025-04-12,2025-04-19,DTDC,TRK83274246135,Delivered,99.00
SHP00019320,O00022204,2024-07-13,2024-07-18,Delhivery,TRK24461589268,Delivered,149.00
SHP00019321,O00022205,2024-04-01,2024-04-05,DTDC,TRK93621495062,Delivered,149.00
SHP00019322,O00022206,2024-01-08,2024-01-12,DHL,TRK25227553405,Delivered,99.00
SHP00019323,O00022207,2025-11-15,,DTDC,TRK25317365950,In Transit,99.00
SHP00019324,O00022208,2024-10-19,2024-10-21,Delhivery,TRK52037966776,Delivered,49.00
SHP00019325,O00022209,2025-12-08,,DTDC,TRK26615186724,In Transit,49.00
SHP00019326,O00022210,2025-10-18,,Delhivery,TRK59563783451,Processing,49.00
SHP00019327,O00022211,2024-06-15,2024-06-21,Delhivery,TRK41606687577,Delivered,149.00
SHP00019328,O00022212,2025-07-13,2025-07-20,DTDC,TRK55042556488,Delivered,49.00
SHP00019329,O00022213,2025-07-05,2025-07-08,DHL,TRK66601071842,Delivered,79.00
SHP00019330,O00022214,2024-11-20,,DHL,TRK95086496911,In Transit,49.00
SHP00019331,O00022215,2025-04-05,2025-04-10,DHL,TRK80039754469,Delivered,49.00
SHP00019332,O00022216,2024-02-04,2024-02-10,India Post,,Delivered,79.00
SHP00019333,O00022217,2024-10-19,2024-10-23,DHL,TRK95593489437,Delivered,49.00
SHP00019334,O00022218,2024-02-23,,India Post,TRK47442769945,In Transit,49.00
SHP00019335,O00022219,2025-06-09,2025-06-15,DTDC,TRK80626148820,Delivered,49.00
SHP00019336,O00022220,2024-09-18,2024-09-22,Delhivery,TRK78154060092,Delivered,0.00
SHP00019337,O00022221,2025-01-19,2025-01-21,BlueDart,TRK14973102309,Delivered,79.00
SHP00019338,O00022222,2024-08-31,2024-09-07,DHL,TRK33257097839,Delivered,99.00
SHP00019339,O00022223,2024-03-29,,DTDC,TRK62908875428,Processing,0.00
SHP00019340,O00022224,2025-09-21,2025-09-28,Delhivery,TRK47903133392,Delivered,149.00
SHP00019341,O00022225,2025-11-20,,FedEx,TRK26309748723,In Transit,99.00
SHP00019342,O00022226,2024-06-12,,FedEx,TRK20174201165,In Transit,0.00
SHP00019343,O00022227,2025-01-26,,FedEx,TRK47178575243,Processing,79.00
SHP00019344,O00022228,2025-10-22,,India Post,TRK17062244464,In Transit,149.00
SHP00019345,O00022229,2026-03-18,,DTDC,TRK15705999016,Processing,0.00
SHP00019346,O00022230,2024-09-05,2024-09-07,FedEx,TRK12653462014,Delivered,79.00
SHP00019347,O00022231,2024-05-07,2024-05-09,DTDC,TRK11708872557,Delivered,79.00
SHP00019348,O00022232,2024-05-25,2024-05-31,DHL,TRK51856038661,Delivered,49.00
SHP00019349,O00022233,2025-08-20,2025-08-25,DTDC,TRK58913258438,Delivered,0.00
SHP00019350,O00022234,2024-09-26,2024-10-03,fedex,TRK31462664481,Delivered,99.00
SHP00019351,O00022235,2025-03-12,,Delhivery,TRK79880716414,Processing,149.00
SHP00019352,O00022236,2024-08-15,,DHL,TRK63766941429,In Transit,0.00
SHP00019353,O00022237,2025-06-14,2025-06-21,India Post,TRK15421340920,Delivered,49.00
SHP00019354,O00022238,2024-10-20,2024-10-22,FedEx,TRK75173547174,Delivered,49.00
SHP00019355,O00022239,2026-03-29,,India Post,TRK38896141273,Processing,149.00
SHP00019356,O00022240,2026-06-17,2026-06-21,BlueDart,TRK72569474009,Delivered,79.00
SHP00019357,O00022241,2024-01-16,2024-01-18,DHL,TRK95169946481,Delivered,49.00
SHP00019358,O00022243,2024-11-28,,DHL,TRK32727642419,In Transit,79.00
SHP00019359,O99999999,2024-11-07,2024-11-09,DHL,TRK57548665512,Delivered,49.00
SHP00019360,O00022246,2025-01-20,2025-01-27,FedEx,TRK14396258264,Delivered,79.00
SHP00019361,O00022248,2025-07-08,2025-07-15,BlueDart,TRK48626889071,Delivered,79.00
SHP00019362,O00022250,2026-04-22,2026-04-23,FedEx,TRK73174368597,Delivered,79.00
SHP00019363,O00022251,2025-05-06,2025-05-11,DHL,TRK24247889848,Delivered,0.00
SHP00019364,O00022252,2024-01-30,2024-02-02,India Post,TRK48663302205,Delivered,149.00
SHP00019365,O00022253,2025-01-28,2025-01-30,DHL,TRK66827123539,Delivered,0.00
SHP00019366,O00022254,2025-11-12,2025-11-15,BlueDart,TRK54693322872,Delivered,0.00
SHP00019367,O00022255,2025-06-03,,BlueDart,TRK27317506753,Processing,49.00
SHP00019368,O00022256,2024-10-03,,DHL,TRK90298328738,Processing,79.00
SHP00019369,O00022257,2025-12-04,2025-12-11,Delhivery,TRK50064098317,Delivered,0.00
SHP00019370,O00022258,2024-02-20,,FedEx,TRK98687617580,In Transit,79.00
SHP00019371,O00022259,2025-01-12,,DHL,TRK17965367801,In Transit,0.00
SHP00019372,O00022260,2025-12-31,2025-12-29,FedEx,TRK81438994239,Delivered,99.00
SHP00019373,O00022261,2026-01-02,,Delhivery,TRK87750502349,Processing,0.00
SHP00019374,O00022263,2026-06-04,,Delhivery,TRK52461561527,In Transit,0.00
SHP00019375,O00022264,2024-12-01,2024-12-04,Delhivery,TRK27887053142,Delivered,79.00
SHP00019376,O00022265,2025-09-25,2025-09-30,Delhivery,TRK45743968597,Delivered,0.00
SHP00019377,O00022266,2025-10-16,2025-10-22,DTDC,TRK40026404028,Delivered,49.00
SHP00019378,O00022267,2026-05-31,,FedEx,TRK88870080731,Processing,79.00
SHP00019379,O00022268,2024-04-24,2024-04-25,DHL,TRK45808378404,Delivered,99.00
SHP00019380,O00022269,2025-04-03,,Delhivery,TRK77004390239,In Transit,79.00
SHP00019381,O00022270,2025-02-22,,DHL,TRK29752122248,Processing,149.00
SHP00019382,O00022271,2025-05-29,,India Post,TRK56794688752,Processing,149.00
SHP00019383,O00022272,2024-12-04,2024-12-09,FedEx,TRK83438044741,Delivered,149.00
SHP00019384,O00022273,2024-01-10,,DTDC,TRK46027541809,In Transit,149.00
SHP00019385,O00022274,2025-11-05,2025-11-11,BlueDart,TRK80108458602,Delivered,99.00
SHP00019386,O00022275,2025-08-24,,DTDC,TRK23610792770,In Transit,79.00
SHP00019387,O00022276,2024-07-14,2024-07-16,FedEx,TRK40098810665,Delivered,99.00
SHP00019388,O00022277,2026-03-01,2026-03-03,India Post,TRK41622930896,Delivered,149.00
SHP00019389,O00022278,2026-02-28,2026-03-02,India Post,TRK40484956745,Delivered,79.00
SHP00019390,O00022279,2025-12-09,2025-12-12,DTDC,TRK53988966700,Delivered,99.00
SHP00019391,O00022280,2024-02-23,2024-02-26,India Post,TRK70690694124,Delivered,0.00
SHP00019392,O00022282,2025-03-30,2025-04-04,DHL,TRK60049011852,Delivered,99.00
SHP00019393,O00022284,2025-03-21,2025-03-23,dtdc,TRK56059471258,Delivered,149.00
SHP00019394,O00022285,2025-04-19,2025-04-26,BlueDart,TRK58875963398,Delivered,49.00
SHP00019395,O00022287,2024-08-02,2024-08-08,India Post,TRK56688364020,Delivered,149.00
SHP00019396,O00022288,2024-04-05,,Delhivery,TRK15776906210,Processing,149.00
SHP00019397,O00022289,2024-10-16,2024-10-17,DTDC,TRK64991699830,Delivered,79.00
SHP00019398,O00022290,2025-05-09,,DHL,TRK26515170349,In Transit,99.00
SHP00019399,O00022291,2025-09-11,,DHL,TRK58667960683,Processing,99.00
SHP00019400,O00022292,2025-09-13,2025-09-14,BlueDart,TRK68136261549,Delivered,0.00
SHP00019401,O00022293,invalid_date,2026-06-30,Delhivery,TRK52404509239,Delivered,149.00
SHP00019402,O00022294,2025-10-22,2025-10-29,FedEx,TRK55911220222,Delivered,149.00
SHP00019403,O00022295,2025-10-20,2025-10-24,BlueDart,TRK83361642612,Delivered,99.00
SHP00019404,O00022296,2025-01-04,,Delhivery,TRK89789972256,In Transit,79.00
SHP00019405,O00022297,2025-11-27,2025-11-29,FedEx,TRK25455145077,Delivered,99.00
SHP00019406,O00022298,2024-02-11,2024-02-12,BlueDart,TRK99588578657,Delivered,49.00
SHP00019407,O00022299,2025-07-31,2025-08-07,DTDC,TRK17642856974,Delivered,79.00
SHP00019408,O00022300,2024-03-25,,India Post,TRK96252680317,Processing,79.00
SHP00019409,O00022302,2025-11-07,2025-11-11,DHL,TRK52176614811,Delivered,99.00
SHP00019410,O00022303,2025-11-30,2025-12-06,FedEx,TRK73580893963,Delivered,149.00
SHP00019411,O00022304,2024-08-04,2024-08-06,Delhivery,TRK75972466355,Delivered,149.00
SHP00019412,O00022305,2025-03-21,,India Post,TRK93801231636,Processing,-25.00
SHP00019413,O00022306,2026-01-23,,FedEx,TRK28510901994,In Transit,149.00
SHP00019414,O00022308,2026-01-03,2026-01-08,India Post,TRK68042454838,Delivered,0.00
SHP00019415,O00022310,2024-10-19,,Delhivery,TRK57895742990,In Transit,149.00
SHP00019416,O00022311,2024-06-10,2024-06-16,India Post,TRK91384339109,Delivered,79.00
SHP00019417,O00022312,2024-04-21,2024-04-22,BlueDart,TRK73153814773,Delivered,49.00
SHP00019418,O00022313,2026-02-15,2026-02-19,DTDC,TRK75731014200,Delivered,79.00
SHP00019419,O00022314,2025-11-18,,FedEx,TRK44154658705,Processing,49.00
SHP00019420,O00022315,2025-09-07,2025-09-11,BlueDart,TRK58900801685,Delivered,0.00
SHP00019421,O00022316,2025-04-06,,DHL,TRK21562583043,In Transit,79.00
SHP00019422,O00022318,2025-11-25,2025-11-29,DTDC,TRK24332111221,Delivered,149.00
SHP00019423,O00022320,2026-03-25,2026-03-29,BlueDart,TRK16591268156,Delivered,0.00
SHP00019424,O00022321,2025-08-11,2025-08-18,DHL,TRK81746523273,Delivered,49.00
SHP00019425,O00022322,2026-02-19,,FedEx,TRK71564242125,In Transit,0.00
SHP00019426,O00022323,2026-06-15,2026-06-22,Delhivery,TRK85291908450,Delivered,99.00
SHP00019427,O00022324,2024-11-20,2024-11-25,India Post,TRK74193552111,Delivered,0.00
SHP00019428,O00022325,2024-07-14,2024-07-21,FedEx,TRK51974760687,Delivered,0.00
SHP00019429,O00022326,2024-10-22,2024-10-28,BlueDart,TRK45074296609,Delivered,0.00
SHP00019430,O00022327,2024-03-15,,Delhivery,TRK36731504049,In Transit,79.00
